title	english_title	created_date	nation	type	genre	status	director	producer	end char
무화과	A Fig Tree	1935	한국	장편	드라마	개봉	나운규		#end#
물 위를 걷는 여자	The Woman Who Walks On Water	1990	한국	장편	멜로/로맨스	개봉	박철수	(주)성일씨네마트	#end#
물망초		1987	한국	장편	드라마,멜로/로맨스	개봉	이미례	(주)하명중 영화제작소	#end#
물목	River Fork	1985	한국	장편	사극	개봉	조명화	세경진흥(주)	#end#
물의나라	Water World	1989	한국	장편	드라마,멜로/로맨스	개봉	유영진	지미필림	#end#
미녀공동묘지	Cemetery Of Beautiful Women	1985	한국	장편	공포(호러),미스터리,사극	개봉	김인수	합동영화(주)	#end#
미리마리 우리두리	Miri, Mari, Wuri, Duri	1988	한국	장편	가족,드라마	개봉	고영남	현진필름	#end#
미쓰코뿔소 미스터코란도	Miss Rhino And Mr. Korando	1989	한국	장편	드라마	개봉	이장호	판영화사(주)	#end#
미움의 세월	Time Of Hate	1983	한국	장편	드라마,멜로/로맨스,미스터리,범죄	개봉		신한영화(주)	#end#
미워 미워 미워	Hate You, I Hate You, I Hate You	1982	한국	장편	드라마,멜로/로맨스,범죄	개봉	최동준	현진필름	#end#
미친 사랑의 노래	The Song Of Crazy Love	1990	한국	장편	멜로/로맨스	개봉	김호선	(주)극동스크린	#end#
민족의 새벽	Dawn Of Nation	1947	한국	장편		개봉	이규환	대광영화사	#end#
밀림의 대탈출	The Great Escape In Jungle	1986	한국	장편	드라마,미스터리,액션,어드벤처	개봉	김종성	(주)삼영필림	#end#
밀명마상객	The Horseman With Secret Missions	1983	한국	장편	드라마,액션,전쟁	개봉	신위균	합동영화(주)	#end#
바다와 싸우는 사람들	People Who Are Fighting Against The Sea	1930	한국	장편		개봉	양철		#end#
바다의 정열	Passion Of The Sea	1947	한국	장편	드라마	개봉	서정규	금성영화사	#end#
바람부는 날에도 꽃은 피고		1987	한국	장편	드라마,멜로/로맨스	개봉	김정옥	양전흥업	#end#
바람의 아들	Son Of Wind	1987	한국	장편	드라마	개봉	고응호	한국영화배급㈜	#end#
바보스러운 여자	The Foolish Woman	1983	한국	장편	드라마,멜로/로맨스	개봉	하휘룡	대양필름(주)	#end#
바이오맨	Bio-Man	1988	한국	장편	SF,액션	개봉	김청기	(주)서울동화엔터프라이즈	#end#
박철수의 헬로 임꺽정		1987	한국	장편	사극,코미디	개봉	박철수	(주)황기성 사단	#end#
반노	Rebellion	1982	한국	장편	드라마,멜로/로맨스	개봉	이영실	한진흥업주식회사	#end#
반쪽 아이들	Broken Children	1990	한국	장편	드라마	개봉	이기영	양전흥업	#end#
발바리의 추억	Memories Of Bal-Bari	1989	한국	장편	드라마,멜로/로맨스	개봉	강철수	(주)태광영화사	#end#
밤나비		1987	한국	장편	드라마,성인물(에로)	개봉	정회철,김수동	신한영화(주)	#end#
밤마다 우는 뻐꾸기	The That Calls Every Night	1989	한국	장편	멜로/로맨스	개봉	하륜	㈜효자필름	#end#
밤을 기다리는 해바라기	The Sunflower That Waits For Night	1982	한국	장편	드라마	개봉	엄종선	남양	#end#
밤의 요정	Fairy Of The Night	1986	한국	장편	드라마,미스터리	개봉	남기남	신한영화(주)	#end#
밤의 천국	A Night'S Heaven	1982	한국	장편	드라마,멜로/로맨스	개봉	김양득	대영영화주식회사	#end#
밤의 태양	The Sun Of Night	1948	한국	장편	액션	개봉	박기채		#end#
밤이 무너질 때	When Night Collapses	1984	한국	장편	드라마,멜로/로맨스	개봉	고영남	(주)우진필림	#end#
밥풀때기 형사와 쌍라이트	The Doofus Detective And Twin Light Brothers	1989	한국	장편	액션,코미디	개봉	신우철	신화프로덕션	#end#
방황하는 별들	The Wandering Stars	1985	한국	장편	드라마,멜로/로맨스	개봉	차현재	(주)화천공사	#end#
백구야 훨훨 날지마라	Sea Gull, Don'T Fly Away	1983	한국	장편	드라마,멜로/로맨스	개봉	정진우	(주)우진필림	#end#
백치원앙	The Simple-Minded Lovebird	1989	한국	장편	멜로/로맨스,사극	개봉	남기남	(주)모가드코리아	#end#
버려진 청춘	Lost Youth	1982	한국	장편	드라마,멜로/로맨스,범죄	개봉	정소영	한림영화	#end#
벌거벗은 분노	Naked Rage	1989	한국	장편	드라마,멜로/로맨스	개봉	박현		#end#
베일 부인	A Veiled Lady	1952	한국	장편	멜로/로맨스	개봉	어약선		#end#
벽과 벽사이에	Between Walls	1986	한국	장편	드라마,멜로/로맨스,범죄	개봉	김정용	한진흥업주식회사	#end#
벽속의 부인	The Lady In The Wall	1988	한국	장편	멜로/로맨스	개봉	박종호	샘터	#end#
변강쇠	Byun Kang-Swoi	1986	한국	장편	드라마,멜로/로맨스,사극,성인물(에로)	개봉	엄종선	합동영화(주)	#end#
변강쇠 3	Byun Kang-Soi 3	1988	한국	장편	멜로/로맨스,사극,성인물(에로)	개봉	엄종선	고려영화(주)	#end#
변태의 계절	Season Of Perversion	1989	한국	장편	멜로/로맨스	개봉			#end#
별난 두 영웅	Two Wacky Heroes	1990	한국	장편	드라마,코미디	개봉	남기남	동보흥행(주)	#end#
별들의 고향 3	Home Of The Stars 3	1981	한국	장편	드라마,멜로/로맨스	개봉		연방영화(주)	#end#
보릿고개	The Hungry Season	1988	한국	장편	멜로/로맨스	개봉		신라영화(주)	#end#
보스 상륙 작전(Boss X File)	Boss X File	2002	한국	장편	코미디	개봉	김성덕	조이엔터테인먼트(주)	#end#
보통여자시대	The Age Of The Everywoman	1990	한국	장편	멜로/로맨스	개봉	김문옥	오픈시네마(주)	#end#
복마전	Demon'S Lair	1982	한국	장편	범죄,액션	개봉	김종성	(주)동아수출공사	#end#
복수는 내게 맡겨라	Leave The Vengeance To Me	1982	한국	장편	드라마,전쟁	개봉	설태호	(주)우진필림	#end#
복지만리	Miles Away From Happiness	1941	한국	장편	드라마	개봉	전창근	고려영화(주)	#end#
복카치오 94	Bocaccio '94	1994	한국	장편	드라마,멜로/로맨스,성인물(에로)	개봉	유중환	(주)서울필름	#end#
본전생각	Thoughts On Capitalism	1981	한국	장편	드라마	개봉	남기남	세경진흥(주)	#end#
봉황의 면류관	The Royal Crown Of A Pheonix	1926	한국	장편	멜로/로맨스	개봉	이경손		#end#
북소림 남태권	Nam Tae-Kwon Of North So-Rim Temple	1984	한국	장편	사극,액션	개봉	왕호	대양필름(주)	#end#
북한의 실정	The Reality Of The North Korea	1949	한국	장편	다큐멘터리	개봉	이창근		#end#
불망곡	The Unforgettable Song	1927	한국	장편	드라마	개봉	이규설		#end#
불멸의 밀사	The Immortal Secret Envoy	1947	한국	장편	드라마	개봉			#end#
불바람	Fiery Wind	1983	한국	장편	드라마,멜로/로맨스	개봉	김수형	연방영화(주)	#end#
불사조 로보트 피닉스 킹	Phoenix Robot Phoenixing	1984	한국	장편	SF,애니메이션,액션	개봉	정수용		#end#
불새의 늪	The Swamp Of The Firebird	1984	한국	장편	드라마	개봉	고응호	화풍흥업	#end#
불씨		1987	한국	장편	드라마	개봉	유진선	한림영화	#end#
불여우	Cunning Lady	1989	한국	장편	드라마,멜로/로맨스	개봉	임정수	해성흥업	#end#
불의 나라	Country Of Fire	1989	한국	장편	멜로/로맨스	개봉	장길수	(주)세한진흥	#end#
불이라 불리운 여인	The Woman Called Fire	1987	한국	장편	멜로/로맨스	개봉	임정수	(주)한영필림	#end#
불춤	Fire Dance	1986	한국	장편	드라마,멜로/로맨스	개봉	고응호	화풍흥업	#end#
불타는 신록	A Country Affair	1984	한국	장편	드라마,멜로/로맨스	개봉	김응천	동아흥행㈜	#end#
불타는 태양	Burning Sun	1990	한국	장편	액션	개봉	방순덕	현진필름	#end#
불화살	Discord	1989	한국	장편	멜로/로맨스,사극	개봉	강대하	(주)삼호필림	#end#
블루하트	Blue Heart	1987	한국	장편	드라마,액션,전쟁	개봉	강민호	한진흥업주식회사	#end#
비내리는 영동교	Rain Falling On Youngdong Bridge	1986	한국	장편	드라마,멜로/로맨스	개봉	최영철	(주)동협상사	#end#
비디오 레인저 007	Video Ranger 007	1985	한국	장편	SF,가족,액션	개봉		대원동화(주)	#end#
비련	Tragic Love	1983	한국	장편	드라마,멜로/로맨스	개봉	심재석	남아진흥(주)	#end#
비련의 곡	The Sorrowful Song	1924	한국	장편	멜로/로맨스	개봉	조천고주		#end#
비창		1987	한국	장편	드라마,성인물(에로)	개봉	유영진		#end#
비천괴수	The Flying Monster	1984	한국	장편	SF,공포(호러)	개봉	김정용	우성사	#end#
비호문	The Gate Of Flying Tiger	1983	한국	장편	사극,액션	개봉	이헌우	화풍흥업	#end#
빙해		1987	한국	장편	드라마	개봉		동서영화㈜	#end#
빠걸	Bar Girl	1988	한국	장편	멜로/로맨스	개봉	김문옥		#end#
빨간 여배우	Red Actress	1989	한국	장편	멜로/로맨스	개봉	신승수	동보흥행(주)	#end#
빨간 하이힐	Red High Heels	1986	한국	장편	드라마,멜로/로맨스	개봉		신한영화(주)	#end#
빨간앵두	Red Cherry	1982	한국	장편	드라마,멜로/로맨스	개봉	박호태	신한영화(주)	#end#
빨간앵두 3	Red Cherry 3	1986	한국	장편	사극	개봉	박호태	신한영화(주)	#end#
빨간앵두 4	Red Cherry 4	1988	한국	장편	멜로/로맨스	개봉	박호태	(주)한영필림	#end#
빨간앵두 5	Red Wild Berries 5	1990	한국	장편	멜로/로맨스,성인물(에로)	개봉	박호태	신한영화(주)	#end#
빨강바다	Red Ocean	1989	한국	장편	드라마,멜로/로맨스	개봉	김한성	신라영화(주)	#end#
뽕 2	Mulberry 2	1988	한국	장편	멜로/로맨스,사극,성인물(에로)	개봉	이두용	두성영화㈜	#end#
뿔빠진 황소	An Ox Without Horn	1927	한국	장편	멜로/로맨스	개봉			#end#
사노		1987	한국	장편	사극,성인물(에로)	개봉	엄종선	해성흥업	#end#
사랑 그리고 이별	Love And Farewell	1984	한국	장편	드라마,멜로/로맨스,전쟁	개봉	변장호	동아흥행㈜	#end#
사랑만들기	Making A Love	1983	한국	장편	드라마,멜로/로맨스	개봉	문여송	남아진흥(주)	#end#
사랑을 찾아서	Looking For Love - Going Across River Doomankang	1928	한국	장편		개봉	나운규		#end#
사랑의 낙서	Love'S Scribble	1988	한국	장편	드라마	개봉	심재석	태창흥업	#end#
사랑의 노예	Slave Of Love	1982	한국	장편	드라마,멜로/로맨스,미스터리,범죄	개봉	고영남	한림영화	#end#
사랑의 미로	Maze Of Love	1986	한국	장편	드라마,멜로/로맨스	개봉	김시현	연방영화(주)	#end#
사랑하는 사람아2/사랑하는 사람아(속)	My Love (Sequel)	1983	한국	장편	드라마,멜로/로맨스	개봉	장일호	한진흥업주식회사	#end#
사랑하는 자식들아	To My Children With Love	1984	한국	장편	가족,드라마,멜로/로맨스	개봉	박호태	국제	#end#
사랑할 때와 헤어질 때	A Time To Love, A Time To Part	1983	한국	장편	드라마,멜로/로맨스	개봉		남아진흥(주)	#end#
사룡사	Saryong Temple	1983	한국	장편	드라마,액션	개봉	김종성	태창엔터테인먼트(주)	#end#
사향마곡	Sa-Hyang-Ma-Kok	1981	한국	장편	드라마,범죄,액션	개봉	권영순	태창흥업	#end#
사형사제	Sa-Hyung-Sa-Jae	1982	한국	장편	드라마,사극,액션	개봉	최우형	대영영화주식회사	#end#
사형삼걸	Death Penalty On Three Robots	1981	한국	장편	범죄,액션	개봉	남기남	대양필름(주)	#end#
사후세계	The Afterworld	1982	한국	장편	드라마,판타지	개봉	장일호	한진흥업주식회사	#end#
산괴령	Mountain Monster	1931	한국	장편	공포(호러)	개봉	이창근		#end#
산동 반점	Sandong Chinese Restaurant	1983	한국	장편	드라마,사극,액션	개봉	김선경	신한영화(주)	#end#
산동물장수	Water Retailer Of Shandong	1982	한국	장편	사극,액션	개봉	김선경	대영영화주식회사	#end#
산동여자 물장수	The Woman Water-Seller In Sandong	1983	한국	장편	드라마,사극,액션	개봉	김선경	대영영화주식회사	#end#
산배암	Mountain Snake	1988	한국	장편	멜로/로맨스	개봉	정지영	신한영화(주)	#end#
산채왕	The Captain Of Bandits	1926	한국	장편	멜로/로맨스,사극,액션	개봉	이경손		#end#
살꼬지	Revenge	1988	한국	장편	사극,성인물(에로)	개봉	차성호	동서영화㈜	#end#
살수차 : 포도의 이단자	The Sprinkler	1935	한국	장편		개봉	방한준		#end#
삼걸인 : 세동무	Three Beggars (Three Friends)	1928	한국	장편	공포(호러),드라마	개봉	김영환		#end#
삼국여한	Women'S Rage In Three Countries	1982	한국	장편	공포(호러),사극	개봉	김인수	동아흥행㈜	#end#
삼원녀	Sam-Won Girl	1981	한국	장편	드라마,미스터리,범죄,스릴러	개봉	김시현	연방영화(주)	#end#
삼일혁명기	The Samil Revolution	1947	한국	장편		개봉	이구영		#end#
삼천만의 꽃다발	A Bouquet Of Three Thousand People	1951	한국	장편	멜로/로맨스	개봉	신경균		#end#
삼총사 타임머신 001		1980	한국	장편	SF,애니메이션,액션	개봉	임정규	선우프로덕션(주)	#end#
삼토스와 댕기똘이	Samtos And Dori With Braids	1989	한국	장편	드라마,액션	개봉	김청기	(주)서울동화엔터프라이즈	#end#
삿갓 쓴 장고	Jang-Go In A Reed Hat	1985	한국	장편	드라마,액션,코미디	개봉	최영철	현진필름	#end#
삿뽀로의 밤사냥		1987	한국	장편	사극,성인물(에로)	개봉	이혁수	한국영화배급㈜	#end#
새댁 나팔을 불기 시작했다	The Bride Started To Blow The Trumpet	1984	한국	장편	가족,드라마,코미디	개봉	김수형	태창흥업	#end#
새로운 맹서	A New Oath	1947	한국	장편	드라마	개봉	신경균		#end#
새벽에서 밤까지	From Dawn To Night	1990	한국	장편	멜로/로맨스	개봉	서유신	㈜평주	#end#
새벽외출	Going Out At Dawn	1989	한국	장편	드라마,멜로/로맨스	개봉	최청운		#end#
새벽을 깨우리로다	Wake Up The Dawn	1989	한국	장편	멜로/로맨스	개봉	이기원	두레프로덕션	#end#
새앙쥐 상륙작전	Sae-Ang-Ji Landing Operations	1989	한국	장편	드라마	개봉	김정진	(주)다모아필름	#end#
색녀도	Amorous Woman	1990	한국	장편	멜로/로맨스,사극	개봉	박호태	대흥영화㈜	#end#
생과 사의 그 순간	The Moment Of Life Or Death	1986	한국	장편	액션	개봉	박호진	신한영화(주)	#end#
생사결(합작)	Fighting For Life Or Death	1982	한국	장편	사극,액션	개봉	이형표,정소동	(주)동아수출공사	#end#
서울 무지개	Seoul Rainbow	1989	한국	장편	드라마	개봉	김호선	(주)극동스크린	#end#
서울 통화중	Seoul Is Busy On The Phone	1990	한국	장편	멜로/로맨스	개봉	조성구		#end#
서울공주	Seoul Princess	1989	한국	장편	멜로/로맨스	개봉	강구연	(주)신도필림	#end#
서울손자병법	Seoul Sunzi Strategy	1986	한국	장편	드라마	개봉	김현명	(주)대동흥업	#end#
서울은 여자를 좋아해		1987	한국	장편	코미디	개봉	남기남	(주)대동흥업	#end#
서울의 탱고		1986	한국	장편	드라마	개봉		신한영화(주)	#end#
서울흐림 한때 비	Seoul Is Cloudy With A Shower	1986	한국	장편	드라마,멜로/로맨스	개봉	김송원	(주)두손필름	#end#
설마/설마가 사람잡네	When You Least Expect It	1986	한국	장편	드라마,코미디	개봉	조문진	(주)동협상사	#end#
성 리수일뎐		1987	한국	장편	드라마	개봉	이석기	연방영화(주)	#end#
성벽을 뚫고	Breaking The Wall	1949	한국	장편	멜로/로맨스	개봉	한형모		#end#
성불사	Seongbulsa	1952	한국	장편	드라마	개봉	윤봉춘		#end#
성야	Holy Night	1988	한국	장편	멜로/로맨스	개봉	신승수	세원필림	#end#
세번은 짧게 세번은 길게	Three Times Each For Short And Long Ways	1981	한국	장편	드라마	개봉	김호선	(주)동아수출공사	#end#
소년 007 은하특공대		1980	한국	장편	SF,애니메이션,액션	개봉	임정규		#end#
소림과 태극문	Shaolin And The Tae-Keuk Martial Arts	1983	한국	장편	사극,액션	개봉	이영우		#end#
소림관 지배인	Manager Of The Shaolin Hall	1982	한국	장편	액션	개봉	박우상	태창흥업	#end#
소림대사	Shaolin Master	1984	한국	장편	사극,액션	개봉	남기남	(주)삼영필림	#end#
소림사 왕서방	Wang-Ga In Shaolin Temple	1982	한국	장편	사극,액션	개봉	조명화	(주)화천공사	#end#
소림사 용팔이	Shaolin Yong-Pal	1982	한국	장편	액션,코미디	개봉	김시현	한림영화	#end#
소림사 주방장	The Shaolin Chief Cook	1981	한국	장편	사극,액션	개봉	김정용	우성사	#end#
소림사 주천귀동	Juchon-Gwidong In Shaolin Temple	1982	한국	장편	드라마,액션	개봉	김종성		#end#
소림신방	Shaolin Bridal Room	1982	한국	장편	드라마,액션	개봉	고응호	화풍흥업	#end#
소림십대여걸	Shaolin Teenage Heroines	1982	한국	장편	사극,액션	개봉	김정용	우성사	#end#
소문 12방/소문십이방	Twelve Heroes	1983	한국	장편	액션,판타지	개봉	이혁수	태창엔터테인먼트(주)	#end#
소애권	So-Ae Fighting Skill	1983	한국	장편	액션	개봉	이형표	태창엔터테인먼트(주)	#end#
소화성 장의사	The Undertaker In Sohwa Province	1984	한국	장편	사극,액션	개봉	김정용	국제	#end#
속 변강쇠		1987	한국	장편	드라마,사극	개봉	엄종선	고려영화(주)	#end#
송골매의 모두 다 사랑하리	Songkol-Mae Loves Everyone	1983	한국	장편	드라마	개봉	김응천	(주)동협상사	#end#
수렁에서 건진 내 딸	My Daughter Rescued From The Swamp	1984	한국	장편	가족,드라마	개봉	이미례	세경진흥(주)	#end#
수렁에서 건진 내 딸 2	My Daughter Saved From Den Of Evil 2	1986	한국	장편	가족,드라마	개봉	김호선	화풍흥업	#end#
수일과 순애	Su-Il And Sun-Ae	1931	한국	장편	멜로/로맨스	개봉	이구영	대경영화사	#end#
수탉	Rooster	1990	한국	장편	드라마,멜로/로맨스	개봉	신승수	(주)대동흥업	#end#
순정은 신과 같다	Pure Heart Is The Same As God	1928	한국	장편	멜로/로맨스	개봉	이규설		#end#
순정해협	Straits Of Pure Heart	1937	한국	장편	드라마	개봉	신경균		#end#
술잔과 입술	A Drinking Glass And Lips	1984	한국	장편	드라마,멜로/로맨스	개봉	황동주	(주)삼영필림	#end#
숲속의 바보	Idiot In The Forest	1982	한국	장편	드라마,성인물(에로)	개봉		국제	#end#
슈퍼 타이탄 15	Super Titan 15	1983	한국	장편	SF,애니메이션	개봉	박승철		#end#
슈퍼 홍길동 3	Super Hong Kil-Dong 3	1989	한국	장편	사극,코미디	개봉	김청기	(주)서울동화엔터프라이즈	#end#
슈퍼맨 일지매	Superman Yiljimae	1990	한국	장편	드라마,액션	개봉	남기남	(주)삼영필림	#end#
슈퍼특급 마징가 7		1983	한국	장편	SF,애니메이션,전쟁	개봉			#end#
슈퍼홍길동	Super Hong Gil-Dong	1987	한국	장편	액션,코미디	개봉	김청기		#end#
슈퍼홍길동2-공초 도사와 슈퍼 홍길동	High Priest Kong-Cho And Super Hong Kil-Dong(2)	1988	한국	장편	사극,코미디	개봉	김청기	(주)서울동화엔터프라이즈	#end#
스무해 첫째날	The First Day Of The Twentieth Year	1984	한국	장편	가족,드라마,멜로/로맨스	개봉	조명화	세경진흥(주)	#end#
스물 하나의 비망록	The Memo Of A 21-Year-Old	1983	한국	장편	드라마,멜로/로맨스	개봉	김응천	세경진흥(주)	#end#
스잔나의 체험	Susana'S Experience	1986	한국	장편	드라마	개봉	설태호	(주)우진필림	#end#
스타짱가 제트(Z) 마징가 브이 슈퍼베타맨	Star Zzanga Z Mazinga V Super Betaman	1990	한국	장편	SF,애니메이션,액션	개봉	김영한	현대동화	#end#
스타페리 불청객	The Uninvited Guest Of The Star Ferry	1984	한국	장편	드라마,범죄,액션	개봉	김시현	연방영화(주)	#end#
스파크맨(Spark Man)	Sparkman	1988	한국	장편	SF,액션	개봉	김경식	대원동화(주)	#end#
스페이스 간담브이	Space Gundam-V	1983	한국	장편	SF,애니메이션	개봉	김청기	서울동화	#end#
승방비곡	Sorrowful Song In The Buddhist Monastery	1930	한국	장편	멜로/로맨스	개봉	이구영	동양영화사	#end#
신 애권/新愛券	Ae-Kwon (New)	1982	한국	장편	액션	개봉	이형표	태창흥업	#end#
신개지	Frontier	1942	한국	장편	드라마	개봉	윤봉춘		#end#
신라의 고적	Historic Remains Of Silla Dynasty	1942	한국	장편		개봉	이창근		#end#
신사동 제비	Shinsa-Dong Gigolo	1989	한국	장편	멜로/로맨스	개봉	박세민	(주)극동스크린	#end#
신술마술		1987	한국	장편		개봉			#end#
신입사원 얄개	The Scoundrel Rookie	1984	한국	장편	드라마,코미디	개봉	선우완	(주)우진필림	#end#
실연클럽		1987	한국	장편	드라마,멜로/로맨스	개봉		(주)극동스크린	#end#
심지마	Devil In The Heart	1983	한국	장편	공포(호러),미스터리,스릴러	개봉		합동영화(주)	#end#
심형래의 쫄병군단	Shim Hyung-Rae'S Little Soldiers	1990	한국	장편	드라마,코미디	개봉	강구연	(주)신도필림	#end#
심형래의 탐정큐	Sim Hyung-Rae, The Detective	1986	한국	장편	드라마,미스터리,스릴러,코미디	개봉	남기남	세경진흥(주)	#end#
십팔(18)통문방	Eighteen Martial Arts	1981	한국	장편	드라마,액션	개봉	김시현	국제	#end#
쌍배	Twin Ships	1982	한국	장편	드라마,액션,전쟁	개봉	최동준		#end#
쌍옥루	The Twin Jade Pavilion	1925	한국	장편	드라마	개봉	이구영	고려영화(주)	#end#
아가씨 참으세요	Miss, Please Be Patient	1981	한국	장편	드라마,범죄	개봉	이형표	(주)동아수출공사	#end#
아내	Wife	1983	한국	장편	드라마,멜로/로맨스	개봉	황태현	(주)삼영필림	#end#
아라한	Arahan	1986	한국	장편	사극,액션	개봉	김정용	한진흥업주식회사	#end#
아름다운 희생	Beautiful Devotion	1933	한국	장편	드라마	개봉	김광주		#end#
아리랑 고개	Arirang Pass	1935	한국	장편	드라마,멜로/로맨스	개봉	홍개명		#end#
아리랑 그후 이야기	A Story Of The Day After Arirang	1930	한국	장편	드라마	개봉	이구영		#end#
아리랑 2	Arirang 2	1930	한국	장편	드라마	기타	나운규		#end#
아리랑 3	Arirang (Part 3)	1936	한국	장편	드라마	개봉	나운규		#end#
아리수변 꿈나무		1987	한국	장편	드라마,애니메이션	개봉	김주인	KBS,신원프로	#end#
아벤고 공수군단	Abengo Airborne Corps	1982	한국	장편	드라마,전쟁	개봉	임권택	(주)우진필림	#end#
악녀의 밀실	The Secret Chamber Of The Evil Woman	1984	한국	장편	공포(호러),드라마,미스터리,스릴러,판타지	개봉	김선경	대양필름(주)	#end#
악야	The Evil Night	1952	한국	장편	드라마	개봉	신상옥	영상예술학회	#end#
안개는 여자처럼 속삭인다	Mist Whispers Like Women	1983	한국	장편	공포(호러),드라마,미스터리,스릴러	개봉	정지영	합동영화(주)	#end#
안개도시	City Of Mist	1988	한국	장편	멜로/로맨스	개봉	김성수	우성사	#end#
안중근 사기	The Chronicle Of An Jung-Geun	1946	한국	장편	드라마	개봉	이구영		#end#
암광	Ahm Gwang	1925	한국	장편	드라마,사극	개봉	왕필렬		#end#
암로	The Dark Road	1929	한국	장편		개봉	독고성		#end#
암사슴	Doe	1983	한국	장편	드라마,멜로/로맨스	개봉	김수형	남아진흥(주)	#end#
앗싸,호랑나비	Go Ho-Rang Butterfly!	1989	한국	장편	드라마,코미디	개봉	원정수	신라영화(주)	#end#
애견부인	Dog Loving Woman	1990	한국	장편	멜로/로맨스	개봉	장기성		#end#
애란	Ae-Ran	1989	한국	장편	멜로/로맨스,사극	개봉	이황림		#end#
애마부인	The Ae-Ma Woman	1982	한국	장편	드라마,멜로/로맨스,성인물(에로)	개봉	정인엽	연방영화(주)	#end#
애마부인 10	Madame Emma 10	1994	한국	장편	멜로/로맨스,성인물(에로)	개봉	석도원	연방영화(주)	#end#
애마부인 2	Madame Ae-Ma 2	1984	한국	장편	드라마,성인물(에로)	개봉	정인엽	연방영화(주)	#end#
애마부인 4	Madame Emma 4	1990	한국	장편	드라마,멜로/로맨스,성인물(에로)	개봉	석도원	연방영화(주)	#end#
야누스의 불꽃여자		1987	한국	장편	드라마	개봉	김성수	신라영화(주)	#end#
야망과 도전	Ambition And Challenge	1985	한국	장편	드라마	개봉	남기남	한림영화	#end#
야생마	Wild Horse	1983	한국	장편	드라마,멜로/로맨스	개봉	유동훈	우성사	#end#
약속한 여자	Promised Woman	1983	한국	장편	드라마,멜로/로맨스	개봉	김기	대영영화주식회사	#end#
약혼	The Engagement	1929	한국	장편	드라마	개봉			#end#
양귀비의 후예들	Descendents Of Queen Yang Gwi-Bi	1989	한국	장편	멜로/로맨스,사극	개봉	박옥상	한국영화배급㈜	#end#
어느 모델의 사랑	The Love Of A Fashion Model	1990	한국	장편	멜로/로맨스	개봉	정명시	대경필름	#end#
어둠의 딸	Daughter Of Darkness	1990	한국	장편	드라마,멜로/로맨스	개봉	전태식	(주)건화상사	#end#
어른들은 몰라요	Grown-Ups Just Don'T Understand	1988	한국	장편	드라마	개봉	이규형	태흥영화(주)	#end#
어울렁 더울렁	The Well-Matched	1986	한국	장편	드라마,사극	개봉	차성호	연방영화(주)	#end#
언제나 그 자리에	Always There	1990	한국	장편	드라마,멜로/로맨스	개봉	석도원	아성영화㈜	#end#
엄마는 외출중		1987	한국	장편	가족,드라마	개봉			#end#
엑스	X	1983	한국	장편	드라마	개봉	하명중	합동영화(주)	#end#
엘리베이터 올라타기	Getting On The Elevator	1986	한국	장편	드라마	개봉	이태원,이봉원		#end#
여감풍운	Yeo-Gam Pung-Wun	1989	한국	장편	액션	개봉	임정수		#end#
여걸 청나비	Butterfly Of Ching, A Heroine	1984	한국	장편	사극,액션	개봉	최우형	(주)화천공사	#end#
여곡성	Woman'S Wail	1986	한국	장편	공포(호러),미스터리,스릴러	개봉	이혁수	국제	#end#
여로	A Journey	1986	한국	장편	가족,드라마,멜로/로맨스	개봉	김주희		#end#
여성 일기	A Diary Of Woman	1949	한국	장편	드라마	개봉	홍성기		#end#
여수순천반란사건	Yeosu-Suncheon Rebellion	1948	한국	장편		개봉		중앙영화사	#end#
여애권	Woman'S Martial Arts	1982	한국	장편	드라마,액션	개봉	이형표	태창흥업	#end#
여인 파티	Women Party	1989	한국	장편	드라마	개봉	서윤모		#end#
여인애사	A Sad Story Of Woman	1950	한국	장편	멜로/로맨스	개봉	신경균		#end#
여자 대장장이	The Woman Blacksmith	1983	한국	장편	사극	개봉	남기남		#end#
여자가 두번 화장할 때	When A Woman Applies Makeup Twice	1984	한국	장편	드라마,멜로/로맨스	개봉	김인수	합동영화(주)	#end#
여자가 밤을 두려워 하랴	Women Don'T Fear The Night	1983	한국	장편	드라마,범죄	개봉	김성수	우성사	#end#
여자가 숨는 숲	A Forest Where A Woman Breathes	1988	한국	장편	멜로/로맨스	개봉	정지영	효동흥업	#end#
여자가 울린 남자	The Man Made To Cry By A Woman	1981	한국	장편	드라마,멜로/로맨스	개봉	서윤모	대영영화주식회사	#end#
여자는 남자를 쏘았다	The Woman Shot The Man	1984	한국	장편	드라마	개봉	김성수	우성사	#end#
여자는 바람, 여자는 바람	Woman Is Wind, Woman Is Wind	1987	한국	장편	멜로/로맨스	개봉	김수형	(주)모가드코리아	#end#
여자는 비처럼 남자를 적신다	Women Wet Men Like Rain	1984	한국	장편	드라마,멜로/로맨스	개봉	이혁수	태창흥업	#end#
여자는 한번 승부한다	For Women, It'S All Or Nothing	1985	한국	장편	드라마,멜로/로맨스	개봉	조명화	동아흥행㈜	#end#
여자세상	The World Of Women	1988	한국	장편	멜로/로맨스	개봉	박일랑	삼아	#end#
여자의 대지에 비를 내려라	Raining On That Which Is Woman	1986	한국	장편	드라마,멜로/로맨스	개봉	노세한	(주)우진필림	#end#
여자의 반란	The Revolt Of Women	1986	한국	장편	드라마,멜로/로맨스	개봉	김현명	우성사	#end#
여자의 함정	A Woman'S Trap	1982	한국	장편	드라마,멜로/로맨스	개봉	정지영	대영영화주식회사	#end#
